,file_num,timestamp,TID,len_capture,n_bx_capture,ob_err_total,n_l1a_capture,ob_err_sram_00,ob_err_sram_01,ob_err_sram_02,ob_err_sram_03,ob_err_sram_04,ob_err_sram_05,ob_err_sram_06,ob_err_sram_07,ob_err_sram_08,ob_err_sram_09,ob_err_sram_10,ob_err_sram_11,duringTID,ob_rate_sram_00,ob_rate_sram_01,ob_rate_sram_02,ob_rate_sram_03,ob_rate_sram_04,ob_rate_sram_05,ob_rate_sram_06,ob_rate_sram_07,ob_rate_sram_08,ob_rate_sram_09,ob_rate_sram_10,ob_rate_sram_11
0,0,2024-07-18 14:19:52.391003,-60.587111111111106,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2024-07-18 14:53:47.367622,-55.386555555555546,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,2024-07-18 15:05:45.362467,-53.55166666666667,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,2024-07-18 15:18:13.362686,-51.6401111111111,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,2024-07-18 15:30:16.366137,-49.792444444444435,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,2024-07-18 15:55:01.363296,-45.99744444444444,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,9,2024-07-18 16:19:49.375194,-42.19477777777777,24,2600428095.0,0,48885713.3459596,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10,2024-07-18 16:32:12.366602,-40.296,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,11,2024-07-18 16:44:31.366429,-38.40744444444444,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,12,2024-07-18 17:57:32.378753,-27.211555555555552,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,13,2024-07-18 18:10:00.407371,-25.299999999999997,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,14,2024-07-18 18:22:28.364557,-23.388444444444442,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,15,2024-07-18 18:34:51.364649,-21.489666666666665,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,16,2024-07-18 18:47:19.363834,-19.57811111111111,32,2600113993.0,0,48879808.510381594,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,17,2024-07-18 18:59:46.367554,-17.66911111111111,4095,86858282.0,45,1632857.7143658812,0,0,0,0,0,0,0,0,45,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7559045472296838e-05,0.0,0.0,0.0
15,18,2024-07-18 19:12:15.361725,-15.754999999999997,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,19,2024-07-18 19:24:39.366748,-13.853666666666665,4095,411267818.0,41,7731465.714365881,0,0,0,0,0,0,0,0,41,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303004826603275e-06,0.0,0.0,0.0
17,20,2024-07-18 19:37:08.374261,-11.939555555555554,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,21,2024-07-18 19:49:32.362197,-10.038222222222222,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,22,2024-07-18 20:01:59.360889,-8.129222222222221,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,23,2024-07-18 20:14:27.365383,-6.217666666666665,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,24,2024-07-18 20:57:50.389260,0.4344444444444444,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,25,2024-07-18 21:10:16.397981,2.3408888888888884,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,26,2024-07-18 21:22:48.378650,4.262666666666666,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,27,2024-07-18 21:35:12.379448,6.164,8,2599904187.0,0,48875864.3459596,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,28,2024-07-18 21:47:40.375814,8.075555555555555,120,2599948294.0,0,48876693.51795735,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,29,2024-07-18 22:00:13.414457,9.999888888888888,64,2601205005.0,0,48900318.55639731,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,30,2024-07-18 22:12:49.368319,11.931888888888889,4095,627949826.0,5,11804892.91301908,0,0,0,0,0,1,2,0,0,1,1,0,True,0.0,0.0,0.0,0.0,0.0,8.471063713734712e-08,1.6942127427469425e-07,0.0,0.0,8.471063713734712e-08,8.471063713734712e-08,0.0
28,31,2024-07-18 22:25:45.364734,13.915,48,2600147146.0,0,48880431.75701459,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,32,2024-07-18 22:38:14.364938,15.82911111111111,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,33,2024-07-18 22:50:43.364964,17.74322222222222,16,2599919185.0,0,48876146.29489338,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,34,2024-07-18 23:03:10.364483,19.65222222222222,288,2600068254.0,4,48878948.65824916,0,0,0,0,0,0,0,0,4,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18348207112047e-08,0.0,0.0,0.0
32,35,2024-07-18 23:15:48.364322,21.589333333333332,384,2600197859.0,4,48881385.11588103,0,0,0,0,0,0,0,0,4,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18307417131771e-08,0.0,0.0,0.0
33,37,2024-07-18 23:40:51.363927,25.43033333333333,40,2599557515.0,0,48869347.22362514,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,38,2024-07-18 23:53:31.365197,27.372555555555554,456,2600086704.0,7,48879295.5016835,0,0,0,0,0,0,0,0,7,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4320992003166055e-07,0.0,0.0,0.0
35,39,2024-07-19 00:06:12.362161,29.31733333333333,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,40,2024-07-19 00:18:34.364685,31.213555555555555,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,41,2024-07-19 00:31:06.364292,33.13533333333333,576,2600041910.0,4,48878453.41470259,0,0,0,0,0,0,0,0,4,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.183564987342263e-08,0.0,0.0,0.0
38,42,2024-07-19 00:43:27.365767,35.028999999999996,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,43,2024-07-19 00:55:42.362171,36.907333333333334,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,44,2024-07-19 01:08:23.363530,38.85211111111111,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,45,2024-07-19 01:20:49.373995,40.75855555555555,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,46,2024-07-19 01:33:29.367352,42.70077777777777,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,47,2024-07-19 01:45:44.361853,44.579111111111104,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,48,2024-07-19 01:58:01.359146,46.462555555555554,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,49,2024-07-19 02:10:35.364449,48.389444444444436,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,50,2024-07-19 02:23:07.365278,50.31122222222222,0,1200000000.0,0,22558922.55892256,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
