,file_num,timestamp,TID,err_packet_word_num,err_packet_num,n_err,duringTID,ob_sram
0,42,2024-07-25 23:53:22.406784,45.74955555555555,43,28,2,True,7
1,102,2024-07-26 12:16:02.363548,159.6251111111111,16,12,2,True,4
2,103,2024-07-26 12:28:29.365893,161.5341111111111,64,28,3,True,4
3,103,2024-07-26 12:28:29.365893,161.5341111111111,53,4,3,True,5
4,103,2024-07-26 12:28:29.365893,161.5341111111111,45,50,3,True,9
5,103,2024-07-26 12:28:29.365893,161.5341111111111,55,52,2,True,7
6,103,2024-07-26 12:28:29.365893,161.5341111111111,40,28,3,True,4
7,103,2024-07-26 12:28:29.365893,161.5341111111111,76,28,2,True,4
8,103,2024-07-26 12:28:29.365893,161.5341111111111,16,28,4,True,4
9,103,2024-07-26 12:28:29.365893,161.5341111111111,31,52,2,True,7
10,103,2024-07-26 12:28:29.365893,161.5341111111111,16,28,2,True,4
11,103,2024-07-26 12:28:29.365893,161.5341111111111,23,33,2,True,11
12,103,2024-07-26 12:28:29.365893,161.5341111111111,31,52,3,True,7
13,103,2024-07-26 12:28:29.365893,161.5341111111111,19,52,2,True,7
14,103,2024-07-26 12:28:29.365893,161.5341111111111,59,33,2,True,11
15,103,2024-07-26 12:28:29.365893,161.5341111111111,23,33,3,True,11
16,103,2024-07-26 12:28:29.365893,161.5341111111111,47,10,2,True,11
17,103,2024-07-26 12:28:29.365893,161.5341111111111,19,52,2,True,7
18,103,2024-07-26 12:28:29.365893,161.5341111111111,71,10,2,True,11
19,103,2024-07-26 12:28:29.365893,161.5341111111111,71,65,2,True,11
20,103,2024-07-26 12:28:29.365893,161.5341111111111,19,52,2,True,7
21,103,2024-07-26 12:28:29.365893,161.5341111111111,55,52,2,True,7
22,104,2024-07-26 12:41:00.365483,163.45333333333332,21,33,2,True,9
23,105,2024-07-26 12:53:31.373224,165.37255555555552,17,52,2,True,5
24,105,2024-07-26 12:53:31.373224,165.37255555555552,19,50,3,True,7
25,105,2024-07-26 12:53:31.373224,165.37255555555552,67,50,2,True,7
26,108,2024-07-26 13:30:48.362287,171.08933333333331,22,50,6,True,10
27,108,2024-07-26 13:30:48.362287,171.08933333333331,53,28,2,True,5
28,108,2024-07-26 13:30:48.362287,171.08933333333331,17,28,2,True,5
29,108,2024-07-26 13:30:48.362287,171.08933333333331,65,28,2,True,5
30,108,2024-07-26 13:30:48.362287,171.08933333333331,17,28,5,True,5
31,111,2024-07-26 14:07:51.365280,176.77033333333333,21,22,2,True,9
32,111,2024-07-26 14:07:51.365280,176.77033333333333,45,22,2,True,9
33,111,2024-07-26 14:07:51.365280,176.77033333333333,21,22,2,True,9
34,111,2024-07-26 14:07:51.365280,176.77033333333333,21,5,2,True,9
35,111,2024-07-26 14:07:51.365280,176.77033333333333,23,34,2,True,11
36,111,2024-07-26 14:07:51.365280,176.77033333333333,55,28,3,True,7
37,111,2024-07-26 14:07:51.365280,176.77033333333333,79,28,2,True,7
38,111,2024-07-26 14:07:51.365280,176.77033333333333,20,33,2,True,8
39,111,2024-07-26 14:07:51.365280,176.77033333333333,19,28,4,True,7
40,111,2024-07-26 14:07:51.365280,176.77033333333333,44,33,4,True,8
41,111,2024-07-26 14:07:51.365280,176.77033333333333,33,12,3,True,9
42,111,2024-07-26 14:07:51.365280,176.77033333333333,44,33,4,True,8
43,111,2024-07-26 14:07:51.365280,176.77033333333333,69,5,2,True,9
44,111,2024-07-26 14:07:51.365280,176.77033333333333,19,28,3,True,7
45,111,2024-07-26 14:07:51.365280,176.77033333333333,52,52,2,True,4
46,111,2024-07-26 14:07:51.365280,176.77033333333333,59,56,2,True,11
47,111,2024-07-26 14:07:51.365280,176.77033333333333,18,50,3,True,6
48,111,2024-07-26 14:07:51.365280,176.77033333333333,68,33,3,True,8
49,111,2024-07-26 14:07:51.365280,176.77033333333333,21,5,2,True,9
50,111,2024-07-26 14:07:51.365280,176.77033333333333,16,52,2,True,4
51,111,2024-07-26 14:07:51.365280,176.77033333333333,78,50,2,True,6
52,111,2024-07-26 14:07:51.365280,176.77033333333333,81,22,2,True,9
53,111,2024-07-26 14:07:51.365280,176.77033333333333,21,5,2,True,9
54,111,2024-07-26 14:07:51.365280,176.77033333333333,18,50,4,True,6
55,111,2024-07-26 14:07:51.365280,176.77033333333333,39,13,3,True,3
56,111,2024-07-26 14:07:51.365280,176.77033333333333,64,52,2,True,4
57,111,2024-07-26 14:07:51.365280,176.77033333333333,16,52,2,True,4
58,111,2024-07-26 14:07:51.365280,176.77033333333333,16,52,4,True,4
59,111,2024-07-26 14:07:51.365280,176.77033333333333,20,33,2,True,8
60,111,2024-07-26 14:07:51.365280,176.77033333333333,19,28,2,True,7
61,111,2024-07-26 14:07:51.365280,176.77033333333333,16,52,2,True,4
