,file_num,timestamp,TID,err_packet_word_num,err_packet_num,n_err,duringTID,ob_sram
0,243,2024-07-28 22:01:50.364752,39.22777777777778,18,50,2,True,6
1,243,2024-07-28 22:01:50.364752,39.22777777777778,23,34,2,True,11
2,243,2024-07-28 22:01:50.364752,39.22777777777778,23,34,2,True,11
3,243,2024-07-28 22:01:50.364752,39.22777777777778,47,34,2,True,11
4,243,2024-07-28 22:01:50.364752,39.22777777777778,18,50,2,True,6
5,243,2024-07-28 22:01:50.364752,39.22777777777778,66,50,2,True,6
6,243,2024-07-28 22:01:50.364752,39.22777777777778,18,50,2,True,6
7,243,2024-07-28 22:01:50.364752,39.22777777777778,21,5,2,True,9
8,243,2024-07-28 22:01:50.364752,39.22777777777778,23,34,2,True,11
9,243,2024-07-28 22:01:50.364752,39.22777777777778,66,50,2,True,6
10,243,2024-07-28 22:01:50.364752,39.22777777777778,21,5,2,True,9
11,243,2024-07-28 22:01:50.364752,39.22777777777778,19,28,2,True,7
12,244,2024-07-28 22:14:21.367401,41.147,23,33,2,True,11
13,244,2024-07-28 22:14:21.367401,41.147,52,28,2,True,4
14,244,2024-07-28 22:14:21.367401,41.147,21,50,2,True,9
15,244,2024-07-28 22:14:21.367401,41.147,16,28,2,True,4
16,244,2024-07-28 22:14:21.367401,41.147,59,65,2,True,11
17,244,2024-07-28 22:14:21.367401,41.147,21,50,2,True,9
18,244,2024-07-28 22:14:21.367401,41.147,16,28,2,True,4
19,244,2024-07-28 22:14:21.367401,41.147,71,65,2,True,11
20,245,2024-07-28 22:26:57.363315,43.079,23,34,2,True,11
21,245,2024-07-28 22:26:57.363315,43.079,18,50,2,True,6
22,245,2024-07-28 22:26:57.363315,43.079,18,50,2,True,6
23,245,2024-07-28 22:26:57.363315,43.079,23,34,2,True,11
24,245,2024-07-28 22:26:57.363315,43.079,18,50,2,True,6
25,245,2024-07-28 22:26:57.363315,43.079,33,12,2,True,9
26,245,2024-07-28 22:26:57.363315,43.079,19,28,2,True,7
27,245,2024-07-28 22:26:57.363315,43.079,33,12,2,True,9
28,245,2024-07-28 22:26:57.363315,43.079,78,50,2,True,6
29,245,2024-07-28 22:26:57.363315,43.079,18,50,2,True,6
30,246,2024-07-28 22:39:37.371541,45.02122222222222,23,50,2,True,11
31,246,2024-07-28 22:39:37.371541,45.02122222222222,18,28,2,True,6
32,246,2024-07-28 22:39:37.371541,45.02122222222222,22,34,2,True,10
33,246,2024-07-28 22:39:37.371541,45.02122222222222,32,12,2,True,8
34,246,2024-07-28 22:39:37.371541,45.02122222222222,23,50,2,True,11
35,246,2024-07-28 22:39:37.371541,45.02122222222222,18,28,2,True,6
36,246,2024-07-28 22:39:37.371541,45.02122222222222,18,28,2,True,6
37,246,2024-07-28 22:39:37.371541,45.02122222222222,23,50,2,True,11
38,246,2024-07-28 22:39:37.371541,45.02122222222222,18,28,2,True,6
39,247,2024-07-28 22:52:12.364340,46.95066666666666,23,34,2,True,11
40,247,2024-07-28 22:52:12.364340,46.95066666666666,16,52,2,True,4
41,247,2024-07-28 22:52:12.364340,46.95066666666666,47,34,2,True,11
42,247,2024-07-28 22:52:12.364340,46.95066666666666,21,12,2,True,9
43,247,2024-07-28 22:52:12.364340,46.95066666666666,23,34,3,True,11
44,247,2024-07-28 22:52:12.364340,46.95066666666666,47,34,2,True,11
45,247,2024-07-28 22:52:12.364340,46.95066666666666,19,28,2,True,7
46,247,2024-07-28 22:52:12.364340,46.95066666666666,18,50,2,True,6
47,247,2024-07-28 22:52:12.364340,46.95066666666666,21,5,2,True,9
48,247,2024-07-28 22:52:12.364340,46.95066666666666,20,4,2,True,8
49,247,2024-07-28 22:52:12.364340,46.95066666666666,69,5,2,True,9
50,248,2024-07-28 23:04:44.364836,48.87244444444444,16,12,2,True,4
51,248,2024-07-28 23:04:44.364836,48.87244444444444,14,28,2,True,2
52,248,2024-07-28 23:04:44.364836,48.87244444444444,14,28,2,True,2
53,248,2024-07-28 23:04:44.364836,48.87244444444444,21,33,2,True,9
